major,year,semester,class name
"• 
Mathematics, B.S.",3,Fall,MATH 360 - Probability Theory
"• 
Mathematics, B.S.",3,Fall,MATH 450 - Real Analysis
"• 
Mathematics, B.S.",3,Spring,MATH 361 - Mathematical Statistics
"• 
Mathematics, B.S.",3,Spring,MATH 451 - Complex Analysis
"• 
Mathematics, B.S.",4,Fall,MATH 380 - Introduction to Abstract Algebra
"• 
Mathematics, B.S.",4,Spring,MATH 440 - Topology
"• 
Mathematics, B.S.",4,Spring,MATH 454 - Numerical Analysis
"• 
Mathematics, B.S.",4,Spring,MATH 460 - Modern Algebra
"• 
Physics, B.S.",1,Fall,FFC 100B - First Year Foundations: Grand Challenges in Science and Engineering
"• 
Physics, B.S.",1,Fall,PHYS 100 - What is Physics?
"• 
Physics, B.S.",1,Fall,MATH 110 - Single Variable Calculus I
"• 
Physics, B.S.",1,Fall,MATH 115 - Accelerated Calculus Part I: Differentiation and Integration
"• 
Physics, B.S.",1,Spring,GCI 150 - Grand Challenges in Science and Engineering I
"• 
Physics, B.S.",1,Spring,PHYS 101 - General Physics I
"• 
Physics, B.S.",1,Spring,PHYS 101L - General Physics I Laboratory
"• 
Physics, B.S.",1,Spring,MATH 111 - Single Variable Calculus II
"• 
Physics, B.S.",1,Spring,"MATH 116 - Accelerated Calculus Part II: Series, Differential Equations and Multivariable Calculus"
"• 
Physics, B.S.",2,Fall,GCI 200 - Grand Challenges in Science and Engineering II
"• 
Physics, B.S.",2,Fall,PHYS 102 - General Physics II
"• 
Physics, B.S.",2,Fall,PHYS 102L - General Physics II Laboratory
"• 
Physics, B.S.",2,Fall,MATH 210 - Multivariable Calculus
"• 
Physics, B.S.",2,Spring,GCI 250 - Grand Challenges in Science and Engineering III
"• 
Physics, B.S.",2,Spring,PHYS 201 - General Physics III
"• 
Physics, B.S.",2,Spring,PHYS 220 - Scientific Computing I
"• 
Physics, B.S.",2,Spring,MATH 215 - Introduction to Linear Algebra and Differential Equations
"• 
Physics, B.S.",3,Fall,PHYS 310 - Mathematical Methods for Physics and Engineering
"• 
Physics, B.S.",3,Fall,PHYS 323 - Scientific Computing II
"• 
Physics, B.S.",3,Fall,PHYS 320 - Mechanics I
"• 
Physics, B.S.",3,Fall,PHYS 421 - Electricity and Magnetism I
"• 
Physics, B.S.",3,Fall,PHYS 430 - Thermal and Statistical Physics I
"• 
Physics, B.S.",3,Fall,PHYS 451 - Quantum Mechanics I
"• 
Physics, B.S.",3,Spring,PHYS 321 - Mechanics II
"• 
Physics, B.S.",3,Spring,PHYS 422 - Electricity and Magnetism II
"• 
Physics, B.S.",3,Spring,PHYS 431 - Thermal and Statistical Physics II
"• 
Physics, B.S.",3,Spring,PHYS 452 - Quantum Mechanics II
"• 
Physics, B.S.",4,Fall,PHYS 320 - Mechanics I
"• 
Physics, B.S.",4,Fall,PHYS 421 - Electricity and Magnetism I
"• 
Physics, B.S.",4,Fall,PHYS 430 - Thermal and Statistical Physics I
"• 
Physics, B.S.",4,Fall,PHYS 451 - Quantum Mechanics I
"• 
Physics, B.S.",4,Spring,PHYS 498 - Physics Capstone
"• 
Physics, B.S.",4,Spring,PHYS 321 - Mechanics II
"• 
Physics, B.S.",4,Spring,PHYS 422 - Electricity and Magnetism II
"• 
Physics, B.S.",4,Spring,PHYS 431 - Thermal and Statistical Physics II
"• 
Physics, B.S.",4,Spring,PHYS 452 - Quantum Mechanics II
"• 
English, B.A.",1,Fall,ENG 215 - Theory and Practice of Journalism and Reporting
"• 
English, B.A.",1,Fall,ENG 256 - Introduction to Literary Theory and Criticism
"• 
English, B.A.",1,Fall,ENG 270 - Foundations of Rhetorical Studies
"• 
English, B.A.",1,Spring,ENG 210 - News Reporting and Writing Workshop
"• 
English, B.A.",1,Spring,ENG 221 - Literature I (antiquity to 1400 CE)
"• 
English, B.A.",1,Spring,ENG 222 - Literature II (1400-1800 CE)
"• 
English, B.A.",1,Spring,ENG 223 - Literature III (1800 CE-present)
"• 
English, B.A.",2,Fall,ENG 211 - Introduction to Digital Journalism Workshop
"• 
English, B.A.",2,Fall,ENG 214 - Digital Newsroom Workshop
"• 
English, B.A.",2,Fall,ENG 221 - Literature I (antiquity to 1400 CE)
"• 
English, B.A.",2,Fall,ENG 222 - Literature II (1400-1800 CE)
"• 
English, B.A.",2,Fall,ENG 223 - Literature III (1800 CE-present)
"• 
English, B.A.",2,Spring,ENG 210 - News Reporting and Writing Workshop
"• 
English, B.A.",2,Spring,ENG 308 - Public Affairs Reporting
"• 
English, B.A.",2,Spring,ENG 214
"• 
English, B.A.",2,Spring,ENG 221
"• 
English, B.A.",2,Spring,ENG 222
"• 
English, B.A.",2,Spring,ENG 223
"• 
English, B.A.",3,Fall,ENG 410 - Advanced Reporting and Editing Workshop for Journalists
"• 
English, B.A.",3,Fall,ENG 256 - Introduction to Literary Theory and Criticism
"• 
English, B.A.",3,Fall,ENG 270 - Foundations of Rhetorical Studies
"• 
English, B.A.",3,Spring,ENG 414 - Narrative Nonfiction
"• 
English, B.A.",4,Fall,ENG 496 - Research Methodologies for Senior Seminar in Journalism
"• 
English, B.A.",4,Spring,ENG 498B - Senior Seminar Journalism
"• 
French, B.A.",1,Fall,FREN 101 - Elementary French I
"• 
French, B.A.",1,Fall,FREN 102 - Elementary French II
"• 
French, B.A.",1,Fall,FREN 201 - Intermediate French I
"• 
French, B.A.",1,Spring,FREN 102
"• 
French, B.A.",1,Spring,FREN 201
"• 
French, B.A.",2,Fall,FREN 201 - Intermediate French I
"• 
French, B.A.",3,Spring,FREN 498 - Junior/Senior Seminar
"• 
French, B.A.",4,Spring,FREN 498 - Junior/Senior Seminar
"• 
Global Communication and World Languages, B.A.",1,Fall,COM 100 - Introduction to Communication Studies
"• 
Global Communication and World Languages, B.A.",1,Fall,COM 111 - We Are What We Speak: Communicating with Linguistic Diversity
"• 
Global Communication and World Languages, B.A.",1,Spring,COM 210 - Theories of Persuasion
"• 
Global Communication and World Languages, B.A.",1,Spring,COM 102 - Public Speaking in a Diverse Society
"• 
Global Communication and World Languages, B.A.",2,Fall,COM 211 - Intercultural Communication
"• 
Global Communication and World Languages, B.A.",2,Fall,COM 295 - Introduction to Research Methods
"• 
Global Communication and World Languages, B.A.",2,Fall,COM 314 - Communication Theory
"• 
Global Communication and World Languages, B.A.",3,Fall,COM 411 - Communication in the Global Workplace
"• 
History, B.A.",2,Fall,HIST 296 - History Seminar
"• 
History, B.A.",3,Fall,HIST 398 - The Historian’s Craft
"• 
History, B.A.",4,Fall,HIST 496 - Advanced Research Thesis I
"• 
Peace and Justice Studies, B.A.",1,Fall,PCST 150 - Introduction to Peace Studies
"• 
Peace and Justice Studies, B.A.",1,Spring,PCST 201 - Research Methods: Peace Studies
"• 
Peace and Justice Studies, B.A.",2,Fall,PCST 240 - Theories of Peace and Conflict
"• 
Peace and Justice Studies, B.A.",2,Spring,PCST 201 - Research Methods: Peace Studies
"• 
Peace and Justice Studies, B.A.",2,Spring,PCST 253 - Mediation and Conflict Resolution
"• 
Peace and Justice Studies, B.A.",2,Spring,PCST 354 - Non-Violent Social Change
"• 
Peace and Justice Studies, B.A.",3,Fall,PCST 354 - Non-Violent Social Change
"• 
Peace and Justice Studies, B.A.",3,Spring,PCST 354
"• 
Peace and Justice Studies, B.A.",4,Fall,PCST 354 - Non-Violent Social Change
"• 
Peace and Justice Studies, B.A.",4,Spring,PCST 498 - Capstone Project in Peace and Conflict Studies
"• 
Political Science, B.A.",2,Fall,POSC 200 - Introduction to Political Theory
"• 
Political Science, B.A.",2,Fall,POSC 201 - Political Research Design
"• 
Political Science, B.A.",2,Spring,POSC 201
"• 
Political Science, B.A.",4,Fall,POSC 410 - Seminar in American Politics
"• 
Political Science, B.A.",4,Fall,POSC 420 - Seminar in International Relations
"• 
Political Science, B.A.",4,Spring,POSC 410
"• 
Political Science, B.A.",4,Spring,POSC 410
"• 
Political Science, B.A.",4,Spring,POSC 420
"• 
Religious Studies, B.A.",1,Fall,REL 115 - Living Religions of the World
"• 
Religious Studies, B.A.",1,Spring,REL 130 - The Study of Religion
"• 
Religious Studies, B.A.",3,Fall,REL 398 - Junior-Senior Seminar
"• 
Religious Studies, B.A.",4,Fall,REL 398 - Junior-Senior Seminar
"• 
Religious Studies, B.A.",4,Spring,REL 498 - Senior Capstone Project
"• 
Sociology, B.A.",1,Fall,SOC 101 - Introduction to Sociology
"• 
Sociology, B.A.",1,Spring,SOC 201 - Introduction to Research Methods
"• 
Sociology, B.A.",3,Fall,SOC 305 - Social Theory
"• 
Sociology, B.A.",3,Spring,SOC 318 - Quantitative Data Analysis
"• 
Sociology, B.A.",4,Fall,SOC 397 - Capstone I: Field Research
"• 
Sociology, B.A.",4,Spring,SOC 497 - Capstone II: Senior Thesis Project
"• 
Spanish, B.A.",1,Fall,SPAN 101 - Elementary Spanish I
"• 
Spanish, B.A.",1,Fall,SPAN 102 - Elementary Spanish II
"• 
Spanish, B.A.",1,Fall,SPAN 201 - Intermediate Spanish I
"• 
Spanish, B.A.",1,Fall,SPAN 202 - Intermediate Spanish II
"• 
Spanish, B.A.",2,Fall,SPAN 202 - Intermediate Spanish II
"• 
Spanish, B.A.",3,Spring,SPAN 498 - Junior/Senior Seminar
"• 
Spanish, B.A.",4,Spring,SPAN 498 - Junior/Senior Seminar
"• 
Art, B.F.A.",1,Fall,ART 124 - Drawing and Planning
"• 
Art, B.F.A.",1,Fall,ART 122 - Objects and Space
"• 
Art, B.F.A.",1,Fall,ART 120 - Photographic Imaging
"• 
Art, B.F.A.",1,Spring,ART 121 - Intro to Digital Media
"• 
Art, B.F.A.",1,Spring,ART 116 - Ceramics: Form and Surface
"• 
Art, B.F.A.",1,Spring,ART 123 - Painting and Mark Making
"• 
Art, B.F.A.",1,Spring,ART 195 - Art and Text
"• 
Art, B.F.A.",2,Fall,ART 125 - Introduction to Transdisciplinary Studio
"• 
Art, B.F.A.",2,Fall,ART 296 - Contemporary Gallery Practice
"• 
Art, B.F.A.",3,Fall,AH 335 - Theories of Modernism
"• 
Art, B.F.A.",4,Fall,ART 497A - Developing a Studio Practice for the Senior Exhibition
"• 
Art, B.F.A.",4,Spring,ART 497 - Advanced Art: Critique and Exhibition
"• 
Creative Writing, B.F.A.",1,Fall,ENG 204 - Introduction to Creative Writing
"• 
Creative Writing, B.F.A.",1,Fall,ENG 221 - Literature I (antiquity to 1400 CE)
"• 
Creative Writing, B.F.A.",1,Fall,ENG 222 - Literature II (1400-1800 CE)
"• 
Creative Writing, B.F.A.",1,Fall,ENG 270 - Foundations of Rhetorical Studies
"• 
Creative Writing, B.F.A.",1,Spring,ENG 256 - Introduction to Literary Theory and Criticism
"• 
Creative Writing, B.F.A.",1,Spring,ENG 223 - Literature III (1800 CE-present)
"• 
Creative Writing, B.F.A.",1,Spring,ENG 250 - Introduction to Fiction
"• 
Creative Writing, B.F.A.",1,Spring,ENG 252 - Introduction to Poetry
"• 
Creative Writing, B.F.A.",2,Fall,ENG 221 - Literature I (antiquity to 1400 CE)
"• 
Creative Writing, B.F.A.",2,Fall,ENG 222 - Literature II (1400-1800 CE)
"• 
Creative Writing, B.F.A.",2,Fall,ENG 270 - Foundations of Rhetorical Studies
"• 
Creative Writing, B.F.A.",2,Fall,ENG 250 - Introduction to Fiction
"• 
Creative Writing, B.F.A.",2,Fall,ENG 252 - Introduction to Poetry
"• 
Creative Writing, B.F.A.",2,Fall,ENG 304 - Creative Writing: Special Topics
"• 
Creative Writing, B.F.A.",3,Spring,ENG 403 - Techniques in Poetry Writing
"• 
Creative Writing, B.F.A.",3,Spring,ENG 404 - Techniques in Writing Fiction
"• 
Creative Writing, B.F.A.",3,Spring,ENG 405 - Advanced Workshop in Poetry Writing
"• 
Creative Writing, B.F.A.",3,Spring,ENG 406 - Advanced Workshop in Writing Fiction
"• 
Creative Writing, B.F.A.",3,Spring,ENG 419 - Advanced Workshop in Creative Nonfiction
"• 
Creative Writing, B.F.A.",4,Fall,ENG 405 - Advanced Workshop in Poetry Writing
"• 
Creative Writing, B.F.A.",4,Fall,ENG 406 - Advanced Workshop in Writing Fiction
"• 
Creative Writing, B.F.A.",4,Fall,ENG 419 - Advanced Workshop in Creative Nonfiction
"• 
Creative Writing, B.F.A.",4,Spring,ENG 497 - Capstone Course in Creative Writing
"• 
Graphic Design, B.F.A.",1,Fall,GD 102 - Research Methods for Designers
"• 
Graphic Design, B.F.A.",1,Fall,GD 103 - Visualization
"• 
Graphic Design, B.F.A.",1,Spring,GD 100 - Introduction to Lettering and Book Arts
"• 
Graphic Design, B.F.A.",1,Spring,ART 122 - Objects and Space
"• 
Graphic Design, B.F.A.",1,Spring,ART 195 - Art and Text
"• 
Graphic Design, B.F.A.",2,Fall,GD 200 - Introduction to Graphic Design
"• 
Graphic Design, B.F.A.",2,Fall,GD 201 - Typography
"• 
Graphic Design, B.F.A.",2,Fall,"GD 202 - Interactive, UX and Web Design"
"• 
Graphic Design, B.F.A.",2,Spring,GD 203 - Color
"• 
Graphic Design, B.F.A.",2,Spring,GD 300 - Graphic Design
"• 
Graphic Design, B.F.A.",2,Spring,GD 304 - History of Graphic Design
"• 
Graphic Design, B.F.A.",3,Fall,GD 302 - Branding and Advertising Design
"• 
Graphic Design, B.F.A.",3,Fall,GD 329 - Experimental Course
"• 
Graphic Design, B.F.A.",3,Fall,GD 307 - Advanced Typography
"• 
Graphic Design, B.F.A.",3,Spring,GD 306 - 4D Design
"• 
Graphic Design, B.F.A.",3,Spring,GD 402 - Advanced Interaction UX/UI and Web Design
"• 
Graphic Design, B.F.A.",3,Spring,GD 406 - Motion Design
"• 
Graphic Design, B.F.A.",4,Fall,GD 400 - Advanced Graphic Design
"• 
Graphic Design, B.F.A.",4,Fall,GD 401 - Business Practices/Pre-internship
"• 
Graphic Design, B.F.A.",4,Spring,GD 303 - Information Design
"• 
Graphic Design, B.F.A.",4,Spring,GD 408 - Graphic Design Portfolio
"• 
Global Communication and World Languages, B.A.",1,Fall,COM 100 - Introduction to Communication Studies
"• 
Global Communication and World Languages, B.A.",1,Fall,COM 111 - We Are What We Speak: Communicating with Linguistic Diversity
"• 
Global Communication and World Languages, B.A.",1,Spring,COM 210 - Theories of Persuasion
"• 
Global Communication and World Languages, B.A.",1,Spring,COM 102 - Public Speaking in a Diverse Society
"• 
Global Communication and World Languages, B.A.",2,Fall,COM 211 - Intercultural Communication
"• 
Global Communication and World Languages, B.A.",2,Fall,COM 295 - Introduction to Research Methods
"• 
Global Communication and World Languages, B.A.",2,Fall,COM 314 - Communication Theory
"• 
Global Communication and World Languages, B.A.",3,Fall,COM 411 - Communication in the Global Workplace
"• 
Dance, B.A.",1,Fall,DANC 141 - Introduction to Dance Studies
"• 
Dance, B.A.",1,Spring,DANC 280 - Dance Improvisation
"• 
Dance, B.A.",2,Fall,DANC 281 - Choreography I
"• 
Dance, B.A.",2,Spring,DANC 261 - Somatics: An Exploration of the Mind and Body Experience
"• 
Dance, B.A.",2,Spring,DANC 347 - Music for Dancers
"• 
Dance, B.A.",3,Fall,DANC 360 - Movement Anatomy and Exercise Physiology
"• 
Dance, B.A.",3,Spring,DANC 340 - Principles of Dance Production
"• 
Dance, B.A.",3,Spring,DANC 361 - Dance Kinesiology and Injury Prevention
"• 
Dance, B.A.",3,Spring,DANC 382 - Choreography Workshop
"• 
Dance, B.A.",4,Fall,DANC 440 - Dance Teaching Methods
"• 
Dance, B.A.",4,Fall,DANC 453 - Dance History: Forces and Figures
"• 
Dance, B.A.",4,Spring,DANC 498 - Senior Seminar
"• 
Music, B.A.",1,Fall,MUS 104 - Piano
"• 
Music, B.A.",1,Fall,MUS 133 - Theory I
"• 
Music, B.A.",1,Fall,MUS 135 - Aural Skills I
"• 
Music, B.A.",1,Spring,MUS 134 - Theory II
"• 
Music, B.A.",1,Spring,MUS 136 - Aural Skills II
"• 
Music, B.A.",1,Spring,MUS 104
"• 
Music, B.A.",2,Fall,MUS 102A - Compendium of Western Music History I
"• 
Music, B.A.",2,Fall,MUS 104 - Piano
"• 
Music, B.A.",2,Fall,MUS 233 - Theory III
"• 
Music, B.A.",2,Fall,MUS 235 - Aural Skills III
"• 
Music, B.A.",2,Fall,MUS 280 - Music Information Literacy
"• 
Music, B.A.",2,Spring,MUS 102B - Compendium of Western Music History II
"• 
Music, B.A.",2,Spring,MUS 234 - Theory IV
"• 
Music, B.A.",2,Spring,MUS 236 - Aural Skills IV
"• 
Music, B.A.",2,Spring,MUS 104
"• 
Music, B.A.",3,Fall,MUS 330 - Form and Harmonic Analysis
"• 
Music, B.A.",3,Fall,MUS 339 - Principles of Arranging
"• 
Music, B.A.",3,Fall,MUS 340 - Instrumentation and Beginning Orchestration
"• 
Music, B.A.",3,Spring,MUS 493A - Directed Research in Musicology
"• 
Music, B.A.",4,Fall,MUS 496A - BA in Music Capstone part I
"• 
Music, B.A.",4,Spring,MUS 301 - Music History and Literature I
"• 
Music, B.A.",4,Spring,MUS 302 - Music History and Literature II
"• 
Music, B.A.",4,Spring,MUS 303 - Music History and Literature III
"• 
Music, B.A.",4,Spring,MUS 304 - Music History and Literature IV
"• 
Music, B.A.",4,Spring,MUS 324 - Audio Recording Techniques
"• 
Music, B.A.",4,Spring,MUS 332A - Musical Cultures of Africa/Middle East
"• 
Music, B.A.",4,Spring,MUS 332B - Musical Cultures of Asia/Pacific
"• 
Music, B.A.",4,Spring,MUS 332C - Musical Cultures of the Americas
"• 
Music, B.A.",4,Spring,MUS 332D - Folk and Traditional Musical Cultures of Europe
"• 
Music, B.A.",4,Spring,MUS 344 - Advanced Topics in Music Technology
"• 
Music, B.A.",4,Spring,MUS 345 - Musical Theatre History and Cultural Practice
"• 
Music, B.A.",4,Spring,MUS 346 - Music and Interactive Technology with MAX/MSP
"• 
Music, B.A.",4,Spring,MUS 347 - Post-production Editing and Processing Techniques
"• 
Music, B.A.",4,Spring,MUS 348 - Introduction to Music Synthesis
"• 
Music, B.A.",4,Spring,MUS 405 - Music History and Literature V
"• 
Music, B.A.",4,Spring,MUS 427 - Advanced Counterpoint
"• 
Music, B.A.",4,Spring,MUS 439 - Topics in Film Music
"• 
Music, B.A.",4,Spring,MUS 440 - Advanced Orchestration
"• 
Music, B.A.",4,Spring,MUS 456 - Song Literature and History
"• 
Music, B.A.",4,Spring,MUS 461 - Psychology of Music
"• 
Music, B.A.",4,Spring,MUS 468 - Guitar Literature and History
"• 
Music, B.A.",4,Spring,MUS 494 - Piano Literature and History
"• 
Music, B.A.",4,Spring,MUS 496C - Seminar: Topics in Music History and Literature
"• 
Music, B.A.",4,Spring,MUS 496D - Seminar: Topics in World Music and Culture
"• 
Music, B.A.",4,Spring,MUS 496E - Opera History and Cultural Practice
"• 
Theatre, B.A.",1,Fall,TH 100 - Introduction to Theatre Technology
"• 
Theatre, B.A.",1,Fall,TH 105 - Theatre Practicum
"• 
Theatre, B.A.",1,Fall,TH 111 - Introduction to Performing Techniques
"• 
Theatre, B.A.",1,Fall,TH 170 - Creating Theatre: From Page to Stage
"• 
Theatre, B.A.",1,Spring,TH 100
"• 
Theatre, B.A.",1,Spring,TH 105
"• 
Theatre, B.A.",1,Spring,TH 113 - Theatre Performance
"• 
Theatre, B.A.",1,Spring,TH 305 - Theatre Production
"• 
Theatre, B.A.",1,Spring,TH 399 - Individual Study
"• 
Theatre, B.A.",1,Spring,TH 499 - Individual Study
"• 
Theatre, B.A.",2,Fall,TH 105 - Theatre Practicum
"• 
Theatre, B.A.",2,Fall,TH 373 - Dramaturgy
"• 
Theatre, B.A.",2,Spring,TH 105
"• 
Theatre, B.A.",3,Fall,TH 371 - Theatre History I
"• 
Theatre, B.A.",3,Fall,TH 388 - Directing for the Theatre I
"• 
Theatre, B.A.",3,Spring,TH 372 - Theatre History II
"• 
Theatre, B.A.",3,Spring,TH 498A - Senior Seminar: Professional Development
"• 
Theatre, B.A.",4,Fall,TH 498B - Senior Seminar: Thesis
"• 
Dance Performance, B.F.A.",1,Fall,DANC 141 - Introduction to Dance Studies
"• 
Dance Performance, B.F.A.",1,Spring,DANC 280 - Dance Improvisation
"• 
Dance Performance, B.F.A.",2,Fall,DANC 281 - Choreography I
"• 
Dance Performance, B.F.A.",2,Spring,DANC 261 - Somatics: An Exploration of the Mind and Body Experience
"• 
Dance Performance, B.F.A.",2,Spring,DANC 347 - Music for Dancers
"• 
Dance Performance, B.F.A.",3,Fall,DANC 360 - Movement Anatomy and Exercise Physiology
"• 
Dance Performance, B.F.A.",3,Fall,DANC 377 - BFA Dance Techniques
"• 
Dance Performance, B.F.A.",3,Fall,DANC 381 - Choreography II
"• 
Dance Performance, B.F.A.",3,Spring,DANC 340 - Principles of Dance Production
"• 
Dance Performance, B.F.A.",3,Spring,DANC 353 - Dance in World Cultures
"• 
Dance Performance, B.F.A.",3,Spring,DANC 361 - Dance Kinesiology and Injury Prevention
"• 
Dance Performance, B.F.A.",3,Spring,DANC 382 - Choreography Workshop
"• 
Dance Performance, B.F.A.",4,Fall,DANC 440 - Dance Teaching Methods
"• 
Dance Performance, B.F.A.",4,Fall,DANC 453 - Dance History: Forces and Figures
"• 
Dance Performance, B.F.A.",4,Fall,DANC 377 - BFA Dance Techniques
"• 
Dance Performance, B.F.A.",4,Spring,DANC 498 - Senior Seminar
"• 
Screen Acting, B.F.A",1,Fall,TH 105 - Theatre Practicum
"• 
Screen Acting, B.F.A",1,Fall,TH 111 - Introduction to Performing Techniques
"• 
Screen Acting, B.F.A",1,Fall,"FTV 130 - Introduction to Visual Storytelling, Lecture and Laboratory"
"• 
Screen Acting, B.F.A",1,Fall,TH 170 - Creating Theatre: From Page to Stage
"• 
Screen Acting, B.F.A",1,Spring,TH 112 - Acting Fundamentals
"• 
Screen Acting, B.F.A",1,Spring,"FTV 140 - Introduction to Film and Media Aesthetics, Lecture and Laboratory"
"• 
Screen Acting, B.F.A",1,Spring,TH 105
"• 
Screen Acting, B.F.A",2,Fall,FP 115 - Editing I
"• 
Screen Acting, B.F.A",2,Fall,TH 218 - Character Building for Performance
"• 
Screen Acting, B.F.A",2,Fall,SW 127 - Writing for Film and TV I
"• 
Screen Acting, B.F.A",2,Fall,TH 230 - Screen Acting I
"• 
Screen Acting, B.F.A",2,Fall,FP 239 - Directing I
"• 
Screen Acting, B.F.A",2,Fall,"FS 244 - History of Film to 1959, Lecture and Laboratory"
"• 
Screen Acting, B.F.A",2,Spring,FS 245 - History of Film 1960
"• 
Screen Acting, B.F.A",2,Spring,TWP 320 - Narrative Television Workshop
"• 
Screen Acting, B.F.A",3,Fall,FP 280 - Intermediate Production Workshop
"• 
Screen Acting, B.F.A",3,Fall,TH 283 - Voice Production and Techniques I
"• 
Screen Acting, B.F.A",3,Fall,TH 379 - Text Analysis and Scene Study for Performance
"• 
Screen Acting, B.F.A",3,Spring,TH 211 - Movement for the Performer
"• 
Screen Acting, B.F.A",3,Spring,TH 230 - Screen Acting I
"• 
Screen Acting, B.F.A",4,Fall,TH 321 - Meisner Technique
"• 
Screen Acting, B.F.A",4,Fall,SCAC 480A - The Business of Acting for Screen Actors I
"• 
Screen Acting, B.F.A",4,Fall,"SCAC 497 - Thesis in Screen Acting Workshop, Lecture and Laboratory"
"• 
Screen Acting, B.F.A",4,Spring,SCAC 480B - The Business of Acting for Screen Actors II
"• 
Screen Acting, B.F.A",4,Spring,SCAC 498 - Thesis in Screen Acting Workshop
"• 
Theatre Performance, B.F.A.",1,Fall,TH 100 - Introduction to Theatre Technology
"• 
Theatre Performance, B.F.A.",1,Fall,TH 105 - Theatre Practicum
"• 
Theatre Performance, B.F.A.",1,Fall,TH 111 - Introduction to Performing Techniques
"• 
Theatre Performance, B.F.A.",1,Fall,TH 170 - Creating Theatre: From Page to Stage
"• 
Theatre Performance, B.F.A.",1,Spring,TH 105
"• 
Theatre Performance, B.F.A.",1,Spring,TH 112 - Acting Fundamentals
"• 
Theatre Performance, B.F.A.",1,Spring,TH 211 - Movement for the Performer
"• 
Theatre Performance, B.F.A.",2,Fall,TH 105 - Theatre Practicum
"• 
Theatre Performance, B.F.A.",2,Fall,TH 218 - Character Building for Performance
"• 
Theatre Performance, B.F.A.",2,Fall,TH 220 - Basic Makeup for the Performing Artist
"• 
Theatre Performance, B.F.A.",2,Fall,TH 230 - Screen Acting I
"• 
Theatre Performance, B.F.A.",2,Fall,TH 283 - Voice Production and Techniques I
"• 
Theatre Performance, B.F.A.",3,Fall,TH 105 - Theatre Practicum
"• 
Theatre Performance, B.F.A.",3,Fall,TH 371 - Theatre History I
"• 
Theatre Performance, B.F.A.",3,Fall,TH 379 - Text Analysis and Scene Study for Performance
"• 
Theatre Performance, B.F.A.",3,Fall,TH 388 - Directing for the Theatre I
"• 
Theatre Performance, B.F.A.",3,Spring,TH 322 - Acting Shakespeare I
"• 
Theatre Performance, B.F.A.",3,Spring,TH 372 - Theatre History II
"• 
Theatre Performance, B.F.A.",3,Spring,TH 411 - Voice Production and Techniques II
"• 
Theatre Performance, B.F.A.",3,Spring,TH 419 - The Actor Process: From Rehearsal to Performance
"• 
Theatre Performance, B.F.A.",4,Fall,TH 321 - Meisner Technique
"• 
Theatre Performance, B.F.A.",4,Fall,TH 410 - Acting Shakespeare II
"• 
Theatre Performance, B.F.A.",4,Fall,TH 497A - The Business of Acting
"• 
Theatre Performance, B.F.A.",4,Spring,TH 369 - Dramatic Theory and Criticism
"• 
Theatre Performance, B.F.A.",4,Spring,TH 497B - BFA Showcase
